LocusID	GOterm	GOdesc	Ontology
Solyc06g062430	GO:0055114	oxidoreductase process	MF
Solyc06g062440	GO:0043531	ADP binding	MF
Solyc06g062460	GO:0046983	protein dimerization activity	MF
Solyc06g062490	GO:0008375	acetylglucosaminyltransferase activity	MF
Solyc06g062490	GO:0016020	membrane	CC
Solyc06g062510	GO:0007034	vacuolar transport	BP
Solyc06g062540	GO:0016791	phosphatase activity	MF
Solyc06g062550	GO:0016791	phosphatase activity	MF
Solyc06g062560	GO:0016791	phosphatase activity	MF
Solyc06g062580	GO:0030246	carbohydrate binding	MF
Solyc06g062590	GO:0016021	integral component of membrane	CC
Solyc06g062600	GO:0016614	"oxidoreductase activity	 acting on CH-OH group of donors"	MF
Solyc06g062600	GO:0055114	oxidoreductase process	MF
Solyc06g062680	GO:0003676	nucleic acid binding	MF
Solyc06g062690	GO:0005634	nucleus	CC
Solyc06g062690	GO:0006334	nucleosome assembly	BP
Solyc06g062720	GO:0003676	nucleic acid binding	MF
Solyc06g062730	GO:0003676	nucleic acid binding	MF
Solyc06g062740	GO:0003676	nucleic acid binding	MF
Solyc06g062750	GO:0016787	hydrolase activity	MF
Solyc06g062760	GO:0003735	structural constituent of ribosome	MF
Solyc06g062760	GO:0005622	intracellular anatomical structure	CC
Solyc06g062760	GO:0005840	ribosome	CC
Solyc06g062760	GO:0006412	translation	BP
Solyc06g062790	GO:0004672	protein kinase activity	MF
Solyc06g062790	GO:0005524	ATP binding	MF
Solyc06g062790	GO:0006468	protein phosphorylation	BP
Solyc06g062810	GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	MF
Solyc06g062820	GO:0004672	protein kinase activity	MF
Solyc06g062820	GO:0005524	ATP binding	MF
Solyc06g062820	GO:0006468	protein phosphorylation	BP
Solyc06g062850	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g062850	GO:0042393	histone binding	MF
Solyc06g062900	GO:0005669	transcription factor TFIID complex	CC
Solyc06g062900	GO:0006352	DNA-templated transcription initiation	BP
Solyc06g062920	GO:0004672	protein kinase activity	MF
Solyc06g062920	GO:0006468	protein phosphorylation	BP
Solyc06g062950	GO:0004252	serine-type endopeptidase activity	MF
Solyc06g062950	GO:0006508	proteolysis	BP
Solyc06g062990	GO:0000145	exocyst	CC
Solyc06g062990	GO:0006887	exocytosis	BP
Solyc06g063000	GO:0003676	nucleic acid binding	MF
Solyc06g063030	GO:0016021	integral component of membrane	CC
Solyc06g063030	GO:0016192	vesicle-mediated transport	BP
Solyc06g063040	GO:0055114	oxidoreductase process	MF
Solyc06g063070	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g063070	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g063090	GO:0009058	biosynthetic process	BP
Solyc06g063090	GO:0030170	pyridoxal phosphate binding	MF
Solyc06g063140	GO:0005524	ATP binding	MF
Solyc06g063150	GO:0004672	protein kinase activity	MF
Solyc06g063150	GO:0006468	protein phosphorylation	BP
Solyc06g063170	GO:0004970	ionotropic glutamate receptor activity	MF
Solyc06g063170	GO:0016020	membrane	CC
Solyc06g063190	GO:0004970	ionotropic glutamate receptor activity	MF
Solyc06g063190	GO:0016020	membrane	CC
Solyc06g063200	GO:0004970	ionotropic glutamate receptor activity	MF
Solyc06g063200	GO:0016020	membrane	CC
Solyc06g063210	GO:0004970	ionotropic glutamate receptor activity	MF
Solyc06g063210	GO:0016020	membrane	CC
Solyc06g063250	GO:0006812	monoatomic cation transport	BP
Solyc06g063250	GO:0008324	monoatomic cation transmembrane transporter activity	MF
Solyc06g063250	GO:0016021	integral component of membrane	CC
Solyc06g063250	GO:0055085	transmembrane transport	BP
Solyc06g063260	GO:0004571	"mannosyl-oligosaccharide 1	2-alpha-mannosidase activity"	MF
Solyc06g063260	GO:0005509	calcium ion binding	MF
Solyc06g063260	GO:0016020	membrane	CC
Solyc06g063330	GO:0005524	ATP binding	MF
Solyc06g063360	GO:0004672	protein kinase activity	MF
Solyc06g063360	GO:0006468	protein phosphorylation	BP
Solyc06g063380	GO:0003677	DNA binding	MF
Solyc06g063380	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g063410	GO:0005524	ATP binding	MF
Solyc06g063430	GO:0003677	DNA binding	MF
Solyc06g063430	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g064490	GO:0006486	protein glycosylation	BP
Solyc06g064490	GO:0016757	glycosyltransferase activity	MF
Solyc06g064500	GO:0008171	O-methyltransferase activity	MF
Solyc06g064510	GO:0008171	O-methyltransferase activity	MF
Solyc06g064520	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc06g064520	GO:0005975	carbohydrate metabolic process	BP
Solyc06g064537	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc06g064537	GO:0005975	carbohydrate metabolic process	BP
Solyc06g064550	GO:0006520	amino acid metabolic process	BP
Solyc06g064550	GO:0055114	oxidoreductase process	MF
Solyc06g064580	GO:0046983	protein dimerization activity	MF
Solyc06g064590	GO:0046983	protein dimerization activity	MF
Solyc06g064600	GO:0008270	zinc ion binding	MF
Solyc06g064630	GO:0003735	structural constituent of ribosome	MF
Solyc06g064630	GO:0005840	ribosome	CC
Solyc06g064630	GO:0006412	translation	BP
Solyc06g064660	GO:0004672	protein kinase activity	MF
Solyc06g064660	GO:0005524	ATP binding	MF
Solyc06g064660	GO:0006468	protein phosphorylation	BP
Solyc06g064680	GO:0043531	ADP binding	MF
Solyc06g064720	GO:0043531	ADP binding	MF
Solyc06g064750	GO:0043531	ADP binding	MF
Solyc06g064820	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g064830	GO:0005515	protein binding	MF
Solyc06g064840	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g064840	GO:0005634	nucleus	CC
Solyc06g064840	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g064850	GO:0005525	GTP binding	MF
Solyc06g064860	GO:0005525	GTP binding	MF
Solyc06g064880	GO:0006807	nitrogen compound metabolic process	BP
Solyc06g064930	GO:0005525	GTP binding	MF
Solyc06g064960	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g064970	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g064980	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g064990	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g065010	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g065020	GO:0016020	membrane	CC
Solyc06g065020	GO:0022857	transmembrane transporter activity	MF
Solyc06g065020	GO:0055085	transmembrane transport	BP
Solyc06g065030	GO:0016021	integral component of membrane	CC
Solyc06g065060	GO:0016491	oxidoreductase activity	MF
Solyc06g065060	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc06g065060	GO:0055114	oxidoreductase process	MF
Solyc06g065070	GO:0016491	oxidoreductase activity	MF
Solyc06g065070	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc06g065070	GO:0055114	oxidoreductase process	MF
Solyc06g065073	GO:0004867	serine-type endopeptidase inhibitor activity	MF
Solyc06g065150	GO:0005515	protein binding	MF
Solyc06g065170	GO:0006886	intracellular protein transport	BP
Solyc06g065170	GO:0016192	vesicle-mediated transport	BP
Solyc06g065210	GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	MF
Solyc06g065220	GO:0009733	response to auxin	BP
Solyc06g065240	GO:0006486	protein glycosylation	BP
Solyc06g065240	GO:0008417	fucosyltransferase activity	MF
Solyc06g065240	GO:0016020	membrane	CC
Solyc06g065260	GO:0004672	protein kinase activity	MF
Solyc06g065260	GO:0005524	ATP binding	MF
Solyc06g065260	GO:0006468	protein phosphorylation	BP
Solyc06g065320	GO:0045454	cell redox homeostasis	BP
Solyc06g065380	GO:0004672	protein kinase activity	MF
Solyc06g065380	GO:0005524	ATP binding	MF
Solyc06g065380	GO:0006468	protein phosphorylation	BP
Solyc06g065410	GO:0003677	DNA binding	MF
Solyc06g065410	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g065420	GO:0005506	iron ion binding	MF
Solyc06g065420	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g065420	GO:0020037	heme binding	MF
Solyc06g065420	GO:0055114	oxidoreductase process	MF
Solyc06g065430	GO:0005506	iron ion binding	MF
Solyc06g065430	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g065430	GO:0020037	heme binding	MF
Solyc06g065430	GO:0055114	oxidoreductase process	MF
Solyc06g065450	GO:0005515	protein binding	MF
Solyc06g065470	GO:0003676	nucleic acid binding	MF
Solyc06g065480	GO:0004725	protein tyrosine phosphatase activity	MF
Solyc06g065480	GO:0006470	protein dephosphorylation	BP
Solyc06g065490	GO:0005509	calcium ion binding	MF
Solyc06g065490	GO:0009523	photosystem II	CC
Solyc06g065490	GO:0009654	photosystem II oxygen evolving complex	CC
Solyc06g065490	GO:0015979	photosynthesis	BP
Solyc06g065490	GO:0019898	extrinsic component of membrane	CC
Solyc06g065520	GO:0005524	ATP binding	MF
Solyc06g065530	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g065540	GO:0016307	phosphatidylinositol phosphate kinase activity	MF
Solyc06g065540	GO:0046488	phosphatidylinositol metabolic process	BP
Solyc06g065560	GO:0006633	fatty acid biosynthetic process	BP
Solyc06g065560	GO:0016020	membrane	CC
Solyc06g065560	GO:0016747	"acyltransferase activity	 transferring groups other than amino-acyl groups"	MF
Solyc06g065580	GO:0005524	ATP binding	MF
Solyc06g065580	GO:0016301	kinase activity	MF
Solyc06g065610	GO:0003824	catalytic activity	MF
Solyc06g065630	GO:0004499	"N	N-dimethylaniline monooxygenase activity"	MF
Solyc06g065630	GO:0050660	flavin adenine dinucleotide binding	MF
Solyc06g065630	GO:0050661	NADP binding	MF
Solyc06g065630	GO:0055114	oxidoreductase process	MF
Solyc06g065640	GO:0005515	protein binding	MF
Solyc06g065660	GO:0004672	protein kinase activity	MF
Solyc06g065660	GO:0005524	ATP binding	MF
Solyc06g065660	GO:0006468	protein phosphorylation	BP
Solyc06g065670	GO:0016020	membrane	CC
Solyc06g065680	GO:0005634	nucleus	CC
Solyc06g065690	GO:0000159	protein phosphatase type 2A complex	CC
Solyc06g065690	GO:0007165	signal transduction	BP
Solyc06g065690	GO:0019888	protein phosphatase regulator activity	MF
Solyc06g065700	GO:0005515	protein binding	MF
Solyc06g065720	GO:0017004	cytochrome complex assembly	BP
Solyc06g065720	GO:0020037	heme binding	MF
Solyc06g065730	GO:0005524	ATP binding	MF
Solyc06g065750	GO:0004672	protein kinase activity	MF
Solyc06g065750	GO:0005524	ATP binding	MF
Solyc06g065750	GO:0006468	protein phosphorylation	BP
Solyc06g065790	GO:0004672	protein kinase activity	MF
Solyc06g065790	GO:0005524	ATP binding	MF
Solyc06g065790	GO:0006468	protein phosphorylation	BP
Solyc06g065800	GO:0005759	mitochondrial matrix	CC
Solyc06g065820	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g065820	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g065830	GO:0016021	integral component of membrane	CC
Solyc06g065910	GO:0005515	protein binding	MF
Solyc06g065920	GO:0003824	catalytic activity	MF
Solyc06g065950	GO:0016021	integral component of membrane	CC
Solyc06g065950	GO:0016192	vesicle-mediated transport	BP
Solyc06g065980	GO:0003676	nucleic acid binding	MF
Solyc06g065990	GO:0015078	proton transmembrane transporter activity	MF
Solyc06g065990	GO:0015986	proton motive force-driven ATP synthesis	BP
Solyc06g065990	GO:0045263	"proton-transporting ATP synthase complex	 coupling factor F(o)"	CC
Solyc06g066000	GO:0015078	proton transmembrane transporter activity	MF
Solyc06g066000	GO:0015986	proton motive force-driven ATP synthesis	BP
Solyc06g066000	GO:0045263	"proton-transporting ATP synthase complex	 coupling factor F(o)"	CC
Solyc06g066060	GO:0003676	nucleic acid binding	MF
Solyc06g066060	GO:0005524	ATP binding	MF
Solyc06g066080	GO:0008270	zinc ion binding	MF
Solyc06g066090	GO:0005524	ATP binding	MF
Solyc06g066100	GO:0003676	nucleic acid binding	MF
Solyc06g066120	GO:0004553	"hydrolase activity	 hydrolyzing O-glycosyl compounds"	MF
Solyc06g066120	GO:0005975	carbohydrate metabolic process	BP
Solyc06g066130	GO:0004672	protein kinase activity	MF
Solyc06g066130	GO:0005524	ATP binding	MF
Solyc06g066130	GO:0006468	protein phosphorylation	BP
Solyc06g066190	GO:0003735	structural constituent of ribosome	MF
Solyc06g066190	GO:0005622	intracellular anatomical structure	CC
Solyc06g066190	GO:0005840	ribosome	CC
Solyc06g066190	GO:0006412	translation	BP
Solyc06g066230	GO:0005506	iron ion binding	MF
Solyc06g066230	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g066230	GO:0020037	heme binding	MF
Solyc06g066230	GO:0055114	oxidoreductase process	MF
Solyc06g066240	GO:0005506	iron ion binding	MF
Solyc06g066240	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g066240	GO:0020037	heme binding	MF
Solyc06g066240	GO:0055114	oxidoreductase process	MF
Solyc06g066270	GO:0005506	iron ion binding	MF
Solyc06g066270	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g066270	GO:0020037	heme binding	MF
Solyc06g066270	GO:0055114	oxidoreductase process	MF
Solyc06g066310	GO:0005524	ATP binding	MF
Solyc06g066320	GO:0005634	nucleus	CC
Solyc06g066390	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g066390	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g066400	GO:0019348	dolichol metabolic process	BP
Solyc06g066400	GO:0030176	GO:0030176	CC
Solyc06g066400	GO:0030234	enzyme regulator activity	MF
Solyc06g066430	GO:0005515	protein binding	MF
Solyc06g066440	GO:0005524	ATP binding	MF
Solyc06g066440	GO:0005975	carbohydrate metabolic process	BP
Solyc06g066440	GO:0016773	"phosphotransferase activity	 alcohol group as acceptor"	MF
Solyc06g066470	GO:0004652	polynucleotide adenylyltransferase activity	MF
Solyc06g066470	GO:0043631	RNA polyadenylation	BP
Solyc06g066540	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g066540	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g066560	GO:0015267	channel activity	MF
Solyc06g066560	GO:0016020	membrane	CC
Solyc06g066560	GO:0055085	transmembrane transport	BP
Solyc06g066570	GO:0046872	metal ion binding	MF
Solyc06g066600	GO:0016021	integral component of membrane	CC
Solyc06g066600	GO:0022857	transmembrane transporter activity	MF
Solyc06g066600	GO:0055085	transmembrane transport	BP
Solyc06g066640	GO:0009522	photosystem I	CC
Solyc06g066640	GO:0009538	photosystem I reaction center	CC
Solyc06g066640	GO:0015979	photosynthesis	BP
Solyc06g066650	GO:0005089	GO:0005089	
Solyc06g066660	GO:0003735	structural constituent of ribosome	MF
Solyc06g066660	GO:0005622	intracellular anatomical structure	CC
Solyc06g066660	GO:0005840	ribosome	CC
Solyc06g066660	GO:0006412	translation	BP
Solyc06g066670	GO:0003676	nucleic acid binding	MF
Solyc06g066670	GO:0005524	ATP binding	MF
Solyc06g066670	GO:0006139	nucleobase-containing compound metabolic process	BP
Solyc06g066670	GO:0008026	GO:0008026	
Solyc06g066670	GO:0016818	"hydrolase activity	 acting on acid anhydrides	 in phosphorus-containing anhydrides"	MF
Solyc06g066690	GO:0015031	protein transport	BP
Solyc06g066730	GO:0005515	protein binding	MF
Solyc06g066740	GO:0046907	intracellular transport	BP
Solyc06g066760	GO:0008138	protein tyrosine/serine/threonine phosphatase activity	MF
Solyc06g066760	GO:0016311	dephosphorylation	BP
Solyc06g066770	GO:0005515	protein binding	MF
Solyc06g066810	GO:0005524	ATP binding	MF
Solyc06g066820	GO:0016491	oxidoreductase activity	MF
Solyc06g066820	GO:0055114	oxidoreductase process	MF
Solyc06g066830	GO:0016491	oxidoreductase activity	MF
Solyc06g066830	GO:0055114	oxidoreductase process	MF
Solyc06g066840	GO:0016491	oxidoreductase activity	MF
Solyc06g066840	GO:0055114	oxidoreductase process	MF
Solyc06g067860	GO:0016491	oxidoreductase activity	MF
Solyc06g067860	GO:0055114	oxidoreductase process	MF
Solyc06g067870	GO:0016491	oxidoreductase activity	MF
Solyc06g067870	GO:0055114	oxidoreductase process	MF
Solyc06g067880	GO:0015078	proton transmembrane transporter activity	MF
Solyc06g067880	GO:0015991	GO:0015991	
Solyc06g067880	GO:0033177	"proton-transporting two-sector ATPase complex	 proton-transporting domain"	CC
Solyc06g067920	GO:0009055	electron transfer activity	MF
Solyc06g067920	GO:0020037	heme binding	MF
Solyc06g067930	GO:0005506	iron ion binding	MF
Solyc06g067930	GO:0016705	"oxidoreductase activity	 acting on paired donors	 with incorporation or reduction of molecular oxygen"	MF
Solyc06g067930	GO:0020037	heme binding	MF
Solyc06g067930	GO:0055114	oxidoreductase process	MF
Solyc06g067940	GO:0004129	cytochrome-c oxidase activity	MF
Solyc06g067940	GO:0005740	mitochondrial envelope	CC
Solyc06g067950	GO:0016787	hydrolase activity	MF
Solyc06g067960	GO:0009055	electron transfer activity	MF
Solyc06g067960	GO:0015035	protein-disulfide reductase activity	MF
Solyc06g067960	GO:0045454	cell redox homeostasis	BP
Solyc06g067990	GO:0005515	protein binding	MF
Solyc06g068030	GO:0005622	intracellular anatomical structure	CC
Solyc06g068030	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	BP
Solyc06g068040	GO:0004650	polygalacturonase activity	MF
Solyc06g068040	GO:0005975	carbohydrate metabolic process	BP
Solyc06g068050	GO:0003676	nucleic acid binding	MF
Solyc06g068090	GO:0003824	catalytic activity	MF
Solyc06g068140	GO:0003677	DNA binding	MF
Solyc06g068140	GO:0005634	nucleus	CC
Solyc06g068210	GO:0008270	zinc ion binding	MF
Solyc06g068240	GO:0004427	inorganic diphosphate phosphatase activity	MF
Solyc06g068240	GO:0009678	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	MF
Solyc06g068240	GO:0016020	membrane	CC
Solyc06g068240	GO:1902600	proton transmembrane transport	BP
Solyc06g068260	GO:0016491	oxidoreductase activity	MF
Solyc06g068260	GO:0055114	oxidoreductase process	MF
Solyc06g068270	GO:0016491	oxidoreductase activity	MF
Solyc06g068270	GO:0055114	oxidoreductase process	MF
Solyc06g068280	GO:0003676	nucleic acid binding	MF
Solyc06g068280	GO:0008270	zinc ion binding	MF
Solyc06g068320	GO:0000166	nucleotide binding	MF
Solyc06g068320	GO:0004827	proline-tRNA ligase activity	MF
Solyc06g068320	GO:0005524	ATP binding	MF
Solyc06g068320	GO:0005737	cytoplasm	CC
Solyc06g068320	GO:0006433	prolyl-tRNA aminoacylation	BP
Solyc06g068360	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g068360	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g068440	GO:0003824	catalytic activity	MF
Solyc06g068440	GO:0050662	(OBSOLETE) coenzyme binding	
Solyc06g068450	GO:0004672	protein kinase activity	MF
Solyc06g068450	GO:0005524	ATP binding	MF
Solyc06g068450	GO:0006468	protein phosphorylation	BP
Solyc06g068460	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g068460	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g068460	GO:0043565	sequence-specific DNA binding	MF
Solyc06g068490	GO:0016020	membrane	CC
Solyc06g068490	GO:0030001	metal ion transport	BP
Solyc06g068490	GO:0046873	metal ion transmembrane transporter activity	MF
Solyc06g068490	GO:0055085	transmembrane transport	BP
Solyc06g068510	GO:0004672	protein kinase activity	MF
Solyc06g068510	GO:0005524	ATP binding	MF
Solyc06g068510	GO:0006468	protein phosphorylation	BP
Solyc06g068580	GO:0003677	DNA binding	MF
Solyc06g068580	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g068590	GO:0004672	protein kinase activity	MF
Solyc06g068590	GO:0005524	ATP binding	MF
Solyc06g068590	GO:0006468	protein phosphorylation	BP
Solyc06g068600	GO:0005524	ATP binding	MF
Solyc06g068600	GO:0016887	ATP hydrolysis activity	MF
Solyc06g068610	GO:0070461	SAGA-type complex	CC
Solyc06g068650	GO:0003824	catalytic activity	MF
Solyc06g068680	GO:0016491	oxidoreductase activity	MF
Solyc06g068680	GO:0055114	oxidoreductase process	MF
Solyc06g068700	GO:0005509	calcium ion binding	MF
Solyc06g068700	GO:0005783	endoplasmic reticulum	CC
Solyc06g068700	GO:0006457	protein folding	BP
Solyc06g068700	GO:0051082	unfolded protein binding	MF
Solyc06g068710	GO:0003735	structural constituent of ribosome	MF
Solyc06g068710	GO:0005622	intracellular anatomical structure	CC
Solyc06g068710	GO:0005840	ribosome	CC
Solyc06g068710	GO:0006412	translation	BP
Solyc06g068720	GO:0005509	calcium ion binding	MF
Solyc06g068760	GO:0016829	lyase activity	MF
Solyc06g068760	GO:0017009	protein-phycocyanobilin linkage	BP
Solyc06g068770	GO:0006486	protein glycosylation	BP
Solyc06g068770	GO:0016757	glycosyltransferase activity	MF
Solyc06g068810	GO:0008270	zinc ion binding	MF
Solyc06g068830	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g068830	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g068860	GO:0004559	alpha-mannosidase activity	MF
Solyc06g068860	GO:0006013	mannose metabolic process	BP
Solyc06g068870	GO:0046983	protein dimerization activity	MF
Solyc06g068880	GO:0004185	serine-type carboxypeptidase activity	MF
Solyc06g068880	GO:0006508	proteolysis	BP
Solyc06g068900	GO:0016787	hydrolase activity	MF
Solyc06g068910	GO:0004672	protein kinase activity	MF
Solyc06g068910	GO:0005524	ATP binding	MF
Solyc06g068910	GO:0006468	protein phosphorylation	BP
Solyc06g068920	GO:0004672	protein kinase activity	MF
Solyc06g068920	GO:0005524	ATP binding	MF
Solyc06g068920	GO:0006468	protein phosphorylation	BP
Solyc06g068960	GO:0005509	calcium ion binding	MF
Solyc06g068980	GO:0004672	protein kinase activity	MF
Solyc06g068980	GO:0006468	protein phosphorylation	BP
Solyc06g068990	GO:0004672	protein kinase activity	MF
Solyc06g068990	GO:0005524	ATP binding	MF
Solyc06g068990	GO:0006468	protein phosphorylation	BP
Solyc06g069010	GO:0005515	protein binding	MF
Solyc06g069040	GO:0005515	protein binding	MF
Solyc06g069080	GO:0005515	protein binding	MF
Solyc06g069090	GO:0003735	structural constituent of ribosome	MF
Solyc06g069090	GO:0005622	intracellular anatomical structure	CC
Solyc06g069090	GO:0005840	ribosome	CC
Solyc06g069090	GO:0006412	translation	BP
Solyc06g069100	GO:0003677	DNA binding	MF
Solyc06g069100	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g069130	GO:0003777	microtubule motor activity	MF
Solyc06g069130	GO:0005524	ATP binding	MF
Solyc06g069130	GO:0007018	microtubule-based movement	BP
Solyc06g069130	GO:0008017	microtubule binding	MF
Solyc06g069210	GO:0006891	intra-Golgi vesicle-mediated transport	BP
Solyc06g069210	GO:0030173	GO:0030173	CC
Solyc06g069230	GO:0005524	ATP binding	MF
Solyc06g069230	GO:0006298	mismatch repair	BP
Solyc06g069230	GO:0030983	mismatched DNA binding	MF
Solyc06g069260	GO:0012511	monolayer-surrounded lipid storage body	CC
Solyc06g069260	GO:0016021	integral component of membrane	CC
Solyc06g069290	GO:0005515	protein binding	MF
Solyc06g069320	GO:0016021	integral component of membrane	CC
Solyc06g069330	GO:0004672	protein kinase activity	MF
Solyc06g069330	GO:0005524	ATP binding	MF
Solyc06g069330	GO:0006468	protein phosphorylation	BP
Solyc06g069370	GO:0046983	protein dimerization activity	MF
Solyc06g069390	GO:0016788	"hydrolase activity	 acting on ester bonds"	MF
Solyc06g069390	GO:0051499	D-aminoacyl-tRNA deacylase activity	MF
Solyc06g069400	GO:0016787	hydrolase activity	MF
Solyc06g069430	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g069430	GO:0005634	nucleus	CC
Solyc06g069430	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g069470	GO:0006629	lipid metabolic process	BP
Solyc06g069470	GO:0008081	phosphoric diester hydrolase activity	MF
Solyc06g069480	GO:0003676	nucleic acid binding	MF
Solyc06g069480	GO:0005524	ATP binding	MF
Solyc06g069550	GO:0016616	"oxidoreductase activity	 acting on the CH-OH group of donors	 NAD or NADP as acceptor"	MF
Solyc06g069550	GO:0051287	NAD binding	MF
Solyc06g069550	GO:0055114	oxidoreductase process	MF
Solyc06g069580	GO:0016020	membrane	CC
Solyc06g069580	GO:0016798	"hydrolase activity	 acting on glycosyl bonds"	MF
Solyc06g069600	GO:0046983	protein dimerization activity	MF
Solyc06g069610	GO:0004672	protein kinase activity	MF
Solyc06g069610	GO:0005524	ATP binding	MF
Solyc06g069610	GO:0006468	protein phosphorylation	BP
Solyc06g069620	GO:0005516	calmodulin binding	MF
Solyc06g069640	GO:0009143	nucleoside triphosphate catabolic process	BP
Solyc06g069640	GO:0047429	nucleoside triphosphate diphosphatase activity	MF
Solyc06g069650	GO:0004672	protein kinase activity	MF
Solyc06g069650	GO:0005524	ATP binding	MF
Solyc06g069650	GO:0006468	protein phosphorylation	BP
Solyc06g069690	GO:0005515	protein binding	MF
Solyc06g069710	GO:0003677	DNA binding	MF
Solyc06g069710	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g069720	GO:0045454	cell redox homeostasis	BP
Solyc06g069740	GO:0005509	calcium ion binding	MF
Solyc06g069760	GO:0003677	DNA binding	MF
Solyc06g069760	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g069780	GO:0008270	zinc ion binding	MF
Solyc06g069870	GO:0008168	methyltransferase activity	MF
Solyc06g069890	GO:0005634	nucleus	CC
Solyc06g069890	GO:0006334	nucleosome assembly	BP
Solyc06g069900	GO:0016491	oxidoreductase activity	MF
Solyc06g069900	GO:0055114	oxidoreductase process	MF
Solyc06g070920	GO:0005524	ATP binding	MF
Solyc06g070920	GO:0016887	ATP hydrolysis activity	MF
Solyc06g070950	GO:0005524	ATP binding	MF
Solyc06g070950	GO:0016887	ATP hydrolysis activity	MF
Solyc06g070960	GO:0005524	ATP binding	MF
Solyc06g070960	GO:0016887	ATP hydrolysis activity	MF
Solyc06g070990	GO:0003700	DNA-binding transcription factor activity	MF
Solyc06g070990	GO:0006355	regulation of DNA-templated transcription	BP
Solyc06g070990	GO:0043565	sequence-specific DNA binding	MF
Solyc06g071000	GO:0016491	oxidoreductase activity	MF
Solyc06g071000	GO:0055114	oxidoreductase process	MF
Solyc06g071020	GO:0030570	pectate lyase activity	MF
Solyc06g071090	GO:0016020	membrane	CC
Solyc06g071090	GO:0022857	transmembrane transporter activity	MF
Solyc06g071090	GO:0055085	transmembrane transport	BP
Solyc06g071120	GO:0016579	protein deubiquitination	BP
Solyc06g071120	GO:0036459	GO:0036459	
Solyc06g071130	GO:0008270	zinc ion binding	MF
Solyc06g071140	GO:0006396	RNA processing	BP
Solyc06g071160	GO:0030246	carbohydrate binding	MF
Solyc06g071180	GO:0007017	microtubule-based process	BP
Solyc06g071180	GO:0030286	dynein complex	CC
Solyc06g071200	GO:0006886	intracellular protein transport	BP
Solyc06g071200	GO:0008536	GO:0008536	
Solyc06g071210	GO:0004672	protein kinase activity	MF
Solyc06g071210	GO:0005524	ATP binding	MF
Solyc06g071210	GO:0006468	protein phosphorylation	BP
Solyc06g071280	GO:0006629	lipid metabolic process	BP
Solyc06g071290	GO:0016491	oxidoreductase activity	MF
Solyc06g071290	GO:0055114	oxidoreductase process	MF
Solyc06g071300	GO:0003677	DNA binding	MF
